f_id,i_id,ic.eps.max,ela_meta.lin_simple.intercept,ic.eps.ratio,ela_meta.lin_simple.coef.max,ela_distr.skewness,ela_meta.quad_w_interact.adj_r2,ela_level.mmce_mda_10,ela_level.mmce_lda_10,nbc.nn_nb.sd_ratio,nbc.nn_nb.cor,ela_meta.lin_simple.coef.min,nbc.dist_ratio.coeff_var,disp.ratio_mean_02,ela_meta.lin_simple.coef.max_by_min,nbc.nn_nb.mean_ratio
1,1,-0.47825755420100563,-0.2526234632803143,-0.25798959656672205,-0.09446092753245694,-0.062282394309577147,-0.12707349065415807,0.0006037170096485887,0.003614677352674922,0.026474491172349724,0.007762178384675118,-0.023377516011320456,-0.0034219152020160417,-0.0046154823512426285,-0.02379774710434794,0.007361279577051988
1,3,-0.4741397364710947,-0.24466418244331345,-0.24876051806987018,-0.09257894635658576,-0.04093129135637225,-0.1209294001378154,0.0010492500178899084,-0.002625192140761437,0.031397345163363954,0.02350946330974245,-0.025135743774918517,0.027806040059976677,0.02585130207978255,-0.017818359228217267,0.025551341722148745
1,4,-0.48314253983761607,-0.25155846614304916,-0.25636752417462333,-0.0933178207419994,-0.056512318244482496,-0.12433452935139672,-0.004065646514915116,-0.005332939109986252,0.02976469196316917,0.01902246636692294,-0.025350105013669886,0.0021389472905529215,0.00865300116328579,-0.02260166278567688,0.012250446446202448
1,5,-0.48109323371913604,-0.2512170185460599,-0.2589716696761888,-0.09331570631467824,-0.056511347492392505,-0.1246168503548197,-0.0016552101940625595,-0.005260514376256263,0.030170799655429122,0.012116342972216195,-0.02478591632161376,0.0013673448317571431,0.003685316350882836,-0.015650933718779625,0.012824825703259119
2,1,1.0437901623218946,0.8393309485847399,0.19223192319114,0.2881281249063603,-0.059278206444669725,-0.16201731917925827,-0.06221565691255958,0.011172548535074284,-0.023669989186670848,-0.03249205036982248,-0.003975637076606595,-0.04774908127434839,-0.046485595572239885,0.011058255262549332,-0.04546753363896707
2,3,1.0965714805230744,0.8529868343350722,0.3027010575701254,0.2859387499563917,-0.06203317170851997,-0.14337882313873745,0.006050264629843979,0.012185102084503577,-0.03446665962977319,-0.029896958524004456,0.0024240920941752,-0.03084724615908896,-0.03543034697232421,-0.004158205893354057,-0.02418759809076386
2,4,1.0673750965854247,0.7628208112989509,0.2922566477813791,0.18845379278273194,-0.05110637625598276,-0.07512408977874512,0.007222132266864736,0.00948334136318996,-0.03593877001530418,-0.03697288229058529,0.004098194139884556,-0.05073107525573213,-0.056013157243885774,-0.008739690513045024,-0.05488886931914513
2,5,1.0398360103960667,0.859519085054506,0.3039082949183143,0.28910610367213685,-0.05522922960865866,-0.14715497430799204,0.008734316198428772,0.0154563181750586,-0.024691409776586893,-0.030689377734568937,0.005625269686668269,-0.03021099895505526,-0.02581002926482786,-0.0039867494018133885,-0.024490373244689667
3,1,0.08731046138483162,-0.22016458038670875,0.08883659912907961,-0.07023643949469305,-0.02926900882467362,0.02838103471892364,0.010088707424736276,0.034224567210337786,0.002285146029235051,-0.0023887413098117784,-0.02049314742361341,-0.004578634427986388,0.056560376287736906,-0.011206875961820727,-0.011179372263676232
3,3,0.09633850079732927,-0.02964976465412331,0.09341521752275449,-0.030877926492886332,-0.02689676222467904,0.03589980303733561,0.009715566438717996,0.017946602234690016,-0.025307931693633025,-0.023461480151469084,-0.019631988214040098,-0.02754178747717278,-0.01793733049752554,-0.013919001671773307,-0.032611966002706966
3,4,0.07069016803149077,-0.08599990613477307,0.07147240983011689,-0.05730389573358873,-0.02016713751894871,0.037233179831992,0.013517950612358652,0.025349958334889375,0.0028172698953875196,-0.006142239903275804,-0.018736088952823894,-0.01977540160626263,-0.009919040992262079,-0.013928423025282657,-0.027731149944472278
3,5,0.06308520495308761,-0.11565688427996552,0.07283279532251948,-0.06443722987935721,-0.025438519411503453,0.03555608003744968,0.01867935827010189,0.029935532297219885,0.0024935934961810087,-0.007061366205442138,-0.020215318356530957,-0.0006913857951268563,0.05597021284045543,-0.011567855710615577,-0.002653059094460885
4,1,0.09402353963190459,-0.0543531743913415,0.09649714149116068,-0.03437798380492414,-0.011047745790476321,0.04233515573113042,0.03197808544943616,0.03547490638320019,0.006148300954852511,0.0018037458996422646,-0.01837971813102999,-0.013420994122079009,-0.0035746223597486475,-0.00742103621579022,-0.02003551131345856
4,3,0.08446111649895599,-0.0698398655965622,0.09296414312389624,-0.03533158970201437,-0.020990058069865283,0.03893531889035072,0.018924579697302976,0.03312641071505156,9.272837473540445e-05,-0.006677090055659239,-0.019467843120579677,-0.01792458204194221,0.03263728938587271,-0.0064355234399793935,-0.025196375478293582
4,4,0.0939382265973073,-0.04362458218809736,0.11387731971895834,-0.02803940316283545,-0.0185117989741606,0.04147017874824416,0.0353391577356604,0.036734372164321495,0.0066898753915971285,-0.0008118075120596919,-0.017637339025945588,-0.01914048576564459,0.03294270154043994,-0.004541460851307744,-0.02259126666891319
4,5,0.09370704024492815,-0.03630277179171365,0.10264746063100133,-0.031136258004434578,-0.010533071921368658,0.03942165509643662,0.028495005783853746,0.0317472314556183,0.003418203173339942,0.0011398799111960426,-0.016970844957079498,-0.014812465322526083,-0.006726894545995019,-0.0035437034637855716,-0.02134647912530283
5,1,-0.3153787284621656,-0.1885606403656448,-0.13851309182084326,-0.07544664846545446,0.08754259031113598,-0.09171962529871189,0.03449082337461048,0.0292159294136861,0.006646054143352079,0.012284753657835507,-0.023575182460294018,-0.008490784814835296,0.006098648946402393,0.045406277856111656,-0.004357460637124316
5,3,-0.3208019582555069,-0.18847455552530357,-0.14320307343434063,-0.07400726189332005,0.07887162344975557,-0.09117280856815418,0.028499999530641258,0.02148711985895439,0.0014931081692510482,-0.0018494712271068102,-0.02387509559048224,-0.012781697310779036,-0.0013554713272812238,0.04054897054534561,-0.013100032286049688
5,4,-0.3200905661942575,-0.10612436722316136,-0.1450217436539008,-0.07422774168898144,0.05537058450767846,-0.11410490749678051,0.02124432470884759,0.0255990989962682,-0.0031685130675760597,-0.006487224751942864,-0.022918190260073516,-0.017066023584752177,-0.01136397395052154,0.029245186104877335,-0.013369912553692201
5,5,-0.3110233261771806,-0.18070672371750665,-0.13818184982995946,-0.0730614531456131,0.08967221758064019,-0.09095141597557742,0.03800104739683143,0.0327848047192521,0.0019662237053437517,-0.00056462253220448,-0.023818258755444948,-0.009363889279720093,0.0014970924444353431,0.0439845347998137,-0.0046734530977654305
6,1,0.08047364167045558,-0.023411640542218184,0.10564955374021977,-0.013306440495323644,-0.016597698520018602,0.03827017421291183,0.01277538423726875,0.014754206960278382,-0.026975029125145746,-0.02042327244235053,0.0017486369106085742,-0.036471756235302,-0.04426574150950249,0.0055032929088056105,-0.03701993300029292
6,3,0.09205562622410375,-0.022985544229320167,0.11029697394426449,-0.012487825310258304,-0.015715473243440067,0.04228755322648914,0.017905062997508093,0.026392659346484732,-0.008725795556365932,-0.016397633870164165,0.06118456710655952,-0.020726163682554352,-0.016860099496615835,0.04248126964306626,-0.028134124646328112
6,4,0.08602192163539914,-0.021615025726357324,0.10461240926728874,-0.011538822580570974,-0.011532255886164603,0.039436270065891905,0.013979635223536103,0.017449742553591833,-0.021503423096031947,-0.01861620816066985,0.003549509564257078,-0.03292837355829686,-0.04318062398464416,0.0020068144894036036,-0.035626002020019
6,5,0.07514266166617384,-0.023013908051139047,0.09959131791094608,-0.013844443052082609,-0.022535923144835327,0.042163488439691865,0.016373443634854382,0.0242241452344295,-0.022775783657735797,-0.01014904749441602,0.000438501370660648,-0.031842004027544835,-0.03768854842982966,0.009191724997296756,-0.03128844514585863
7,1,0.057828868535030796,-0.0685988815078464,0.06359513989954789,-0.06198778603399049,-0.023677440247683014,-0.018896832168385322,0.014428021647361493,-0.028650268735814065,-0.026804349580335594,-0.021763575961446187,-0.019683863633496952,-0.04134639384929861,-0.05175277080207043,-0.019328158536593452,-0.027662517008369768
7,3,0.048252954636066756,-0.11014642784201187,0.05668724717425031,-0.07483085877792983,-0.017625952756191193,-0.004727702878210921,0.023518010687476974,-0.025688860177406264,-0.02646668228733414,-0.023825875823909534,-0.02175655881660304,-0.04140530631570764,-0.05851479900340191,-0.0007558818595928234,-0.02702072757604746
7,4,0.04749129574109343,-0.1115797014807615,0.05113838767368347,-0.08292157474818806,-0.022804045115373785,-0.01153116974565153,0.015466700358502549,0.01861132019886096,-0.0016837109408454247,-0.00304285961548493,-0.02095501485695484,-0.03487177569921506,-0.05407857996347627,-0.020428885175752073,-0.03069178763792177
7,5,0.03702445950184864,-0.11789956325287919,0.05564629183421079,-0.0775081702322774,-0.022783735931787816,-0.007533680566807022,0.014481620191661613,-0.02439078179420375,-0.013688436709075751,-0.008239711886037783,-0.02170785708502283,-0.04145418307569625,-0.05137682192130645,-0.01670204154449742,-0.027514504721368755
8,1,0.12231291465584676,-0.02284524265198688,0.13403849127026737,-0.018908269040076357,-0.03241488022417955,0.026119513281111187,0.015695729718896375,0.029211006996511645,0.017159572425303426,-0.011254429708135717,0.003329688030587626,0.07021730876175492,0.07276369070233593,-0.007370231955765109,0.06498090413744012
8,3,0.12304195620341647,-0.013993926519933074,0.13372743801618103,-0.019774461053518644,-0.005590566072561971,0.02369041646859127,0.030370505858406126,0.030376806253012378,0.06890802690500325,0.04695408366732576,0.0020192198730185967,-0.0037257104012202035,0.0957761218872344,0.0065568719105901195,-0.0018868541755107276
8,4,0.16282978946967686,0.004285096009535148,0.1521340587012274,-0.018635407546082505,-0.0002313495416759342,0.037568734572024205,0.04025629502342289,0.03564483129160425,0.061187444214682044,0.04433844291281488,0.009678915021279114,0.08910848410979866,0.09778256002833394,-0.001250688133647586,0.07801024520035768
8,5,0.14617552411012225,-0.0027947745615477197,0.1458604208980428,-0.017911984512706227,-0.008392340941244783,0.03377477792077381,0.04208880374027923,0.036491770423183995,0.06425612886846457,-0.002080132017183583,0.009575880789469894,0.09280051461401516,0.09537135467883562,0.008570004059861578,0.06369520392705387
9,1,0.10798000293406787,-0.036761521127161606,0.1184564632164288,-0.03762656538581447,-0.031767824859738183,0.015636635540593996,0.007618573271069675,0.02272253156458483,0.05378717792814233,0.03148669373805046,-0.009608743140005052,0.042457125166211,0.07279693903783578,0.004001934163184432,0.04406442757452157
9,3,0.11928583849786045,-0.027214026358120733,0.12362784065626856,-0.03149744552565243,-0.027650609927996662,0.019558054839510747,0.011435359323180058,0.0235613171650562,0.058182205962819464,0.036214134785285276,-0.005546507250954337,0.05499974274265755,0.07809992119594246,0.003736908070307695,0.05269509093744117
9,4,0.11025385787454482,-0.03276871886998478,0.11836031472256238,-0.03396459956669417,-0.030277122954094602,0.02512689176082646,0.007486894757185258,0.024213273846048218,0.0580137296600048,-0.006018019893088265,-0.014207125781972547,0.04836468282891066,0.07505415718970344,0.003230360001147434,0.047905431690819296
9,5,0.1410501606510137,-0.02268662140897153,0.1315650316881616,-0.029949264335876295,-0.015943215283305962,0.030817529098952218,0.013025518800038214,0.026594660847186414,0.06593882042816313,0.04170587417383583,-0.005823680415990075,0.0615632707376678,0.08661870317005979,-0.0037430954255314865,0.05693181504433896
10,1,1.0683393969148298,0.8324580967608941,0.29705837594442197,0.27064453582056575,-0.05343139029037068,-0.024310677131265435,0.008634361934525797,-0.018061673828116215,-0.02166372049547065,-0.02860634912384257,0.03326212896917311,-0.021758032630820184,-0.031002534510827785,0.0044957444121082185,-0.022910149520026762
10,3,1.0686755701905704,0.8115253875286095,0.23639765125518003,0.20294848931791518,-0.037149213253418585,-0.01864747634924376,-0.05332272953024105,0.00039566409237812587,-0.020994058170937992,-0.031168824499262955,0.018293526464639838,-0.02384113299486919,-0.0267756235329405,-0.007066433591688881,-0.02446134138307819
10,4,1.0614215162078042,0.8347757427701108,0.2982203075968428,0.27255247240643393,-0.052088622434263036,-0.019994001320414387,0.010094989178968934,0.016848796411893796,-0.02160149009219244,-0.02903343504404115,0.03038599541090895,-0.02320222523465986,-0.033210748075832276,-0.0111324670092171,-0.02129877259278844
10,5,1.085703438691555,0.3912252024053338,0.22399235465793582,0.1440165265316321,-0.03402203546865197,-0.01854323630202563,-0.07506675787373715,-0.0016887399985696804,-0.02650241003819059,-0.03342790910056939,0.02874624594724566,-0.028437637311737977,-0.020776124561060944,0.007563928662317444,-0.02245070268313471
11,1,0.05787337508588681,-0.0060523349034836945,0.13645935440374632,0.06304008226516511,-0.014170773665414334,0.01727777111768268,0.021647048500587844,0.027957225632942076,-0.047662486280016236,-0.02769622258355366,0.045862094933563344,-0.0423342575536478,-0.07566241662832339,-0.0005975814093598342,-0.037631947264502384
11,3,0.0006409713218629624,0.14896726940598742,0.22439933625383315,0.17749287215721,-0.027203649051227918,-0.01467983764846761,0.017311505691171347,0.028157896701893382,-0.07191413040730107,-0.03427676480808267,0.056361904220294905,-0.03620738879491272,-0.09668982419258697,0.005427518361964835,-0.04028020899681364
11,4,0.01767058688972862,0.5318722809144588,0.22979304706704154,0.1770700753002283,-0.0254245382424788,-0.00993879613925623,0.02570797503889301,0.03277526903141952,-0.0910756339776498,-0.025131326066351253,0.02368477556404488,-0.03010589752229046,-0.08866367545668839,-0.006308725609372293,-0.043183590237774086
11,5,0.07616303432161588,-0.005995983615434402,0.14131866832315737,0.0023365423673500627,-0.01426121630227266,0.01884996937713362,0.02313204430022051,0.02961221356234308,-0.04463944105630152,-0.0212867371621237,0.047030845031376764,-0.03490378760574947,-0.05096594107084601,0.008025648202886166,-0.03777208799997051
12,1,1.4565080106578487,1.0936813509643504,0.5424517677534176,0.47111515481540434,0.06886797200122663,0.06955887007009225,0.005701463979912938,0.017300186749930047,0.07481620559972794,0.0554124200837493,0.12037515295305584,0.03114834850995313,0.10161868366341482,-0.007471758039221763,0.018647011845593434
12,3,1.5156747942779496,1.1758235296460373,0.5828847919291801,0.5148304771531866,0.08062870466117221,0.07868600647530555,0.01250594723937219,0.024114064658924673,0.08666694118057962,0.06013838561170874,0.20563113649832038,0.03333071793765439,0.07404976420362472,0.0213999958330071,0.021349734190069344
12,4,1.486336814053226,1.1331923305664584,0.5582061081417895,0.4867082774972334,0.07276927128767405,0.06886156404601312,0.0080401322044793,0.014681138926129345,0.07932757347291827,0.05419343599412789,0.19719281836620414,0.02638444335795081,0.1020869674902219,0.0077289311055966144,0.013081352157295242
