budget,f_id,i_id,log_precision
3000,3,4,1.6843387811879855
3000,3,5,1.6919509476015733
3000,4,1,1.7893186203233438
3000,4,2,1.8249828075849137
3000,4,3,1.8329253421514597
3000,4,4,1.7867570667553583
3000,4,5,1.8035846764401786
3000,5,1,0.12397050233008253
3000,5,2,0.13797586819693558
3000,5,3,0.1780651656911641
3000,5,4,0.1609502761442354
3000,5,5,0.21254895641615837
3000,6,1,1.6113853591433949
3000,6,2,1.6235570305607563
3000,6,3,1.4077090491851192
3000,6,4,1.5131678673209525
3000,6,5,1.6033790771757153
3000,7,1,1.3322224514919216
3000,7,2,1.4779964710047546
3000,7,3,1.433419879458979
3000,7,4,1.2082955089879146
3000,7,5,1.2068024543787927
3000,8,1,2.2099499807778886
3000,8,2,2.038051387327063
3000,8,3,2.2416777649454005
3000,8,4,2.304560734511206
3000,8,5,2.2451162731436947
3000,9,1,2.727384093612627
3000,9,2,2.784282160152299
3000,9,3,2.824021575005275
3000,9,4,2.851562407193647
3000,9,5,2.588405552383793
3000,10,1,4.617977536269604
3000,10,2,4.492051657220454
3000,10,3,4.720380736349635
3000,10,4,4.603346789107435
3000,10,5,4.651840145466979
3000,11,1,2.158740272715408
3000,11,2,2.1548105120006458
3000,11,3,2.1441150182333053
3000,11,4,2.1769714660268975
3000,11,5,2.0783148721106643
3000,12,1,6.047306008611255
3000,12,2,5.471496013703301
3000,12,3,5.692786493808606
3000,12,4,5.872332171180297
3000,12,5,5.533740723481554
3000,13,1,2.205642457097998
3000,13,2,1.9978172312719389
3000,13,3,2.1911065480450103
3000,13,4,2.3146648822261757
3000,13,5,2.3755374064411754
3000,14,1,0.13954792430761598
3000,14,2,0.1942875826645135
3000,14,3,0.3361877274188445
3000,14,4,0.1369991513239715
3000,14,5,0.10406785225850436
3000,15,1,1.834399277878734
3000,15,2,1.8743802087482173
3000,15,3,1.8472372210137344
3000,15,4,1.932610188364456
3000,15,5,1.9309996098774413
3000,16,1,1.1407382304230977
3000,16,2,1.1570480423525888
3000,16,3,1.1558707024439048
3000,16,4,1.1717972751644885
3000,16,5,1.098034505149559
3000,17,1,0.5643568319471303
3000,17,2,0.7130964929688465
3000,17,3,0.5499870359603863
3000,17,4,0.48045932167813715
3000,17,5,0.6824300916624104
3000,18,1,1.0722213997132555
3000,18,2,1.194532588059682
3000,18,3,1.0528706342716188
3000,18,4,0.8972571080103035
3000,18,5,1.2249947565822932
3000,19,1,0.8561840345518049
3000,19,2,0.8674383223819065
3000,19,3,0.8471834047137694
3000,19,4,0.8349365973398938
3000,19,5,0.828911314283918
3000,20,1,0.5916898884079514
3000,20,2,0.5921294104668338
3000,20,3,0.5966330045108439
3000,20,4,0.6000636900718603
3000,20,5,0.5833928282024665
3000,21,1,1.0029564499487582
3000,21,2,1.0991638470836624
3000,21,3,1.203233222701879
3000,21,4,1.257978459136144
3000,21,5,1.2383100201389505
3000,22,1,1.0550336391899455
3000,22,2,1.0729876609239617
3000,22,3,1.0397934392493644
3000,22,4,0.9747985628375575
3000,22,5,1.074224125358671
3000,23,1,0.49084129870488663
3000,23,2,0.4755487132919205
3000,23,3,0.5069848158783689
3000,23,4,0.4756620747521307
3000,23,5,0.4688195701962386
3000,24,1,1.9640104423298612
3000,24,2,1.9477734256246524
3000,24,3,1.9481665860879345
3000,24,4,1.9531747203754097
3000,24,5,1.9677827227061362
5000,1,1,0.004468344921620018
5000,1,2,0.0015174206772425615
5000,1,3,0.002878512548840984
5000,1,4,0.002732689664201271
5000,1,5,0.0039535576619470335
5000,2,1,0.4911863999145448
5000,2,2,0.39730671528475475
5000,2,3,1.0190780312144687
5000,2,4,0.39528541282264373
5000,2,5,0.5543385055859913
5000,3,1,1.588518187265833
5000,3,2,1.6107307981167183
5000,3,3,1.560980907353449
5000,3,4,1.5941677548113025
5000,3,5,1.5792832466444646
5000,4,1,1.6949747254414393
5000,4,2,1.7100774023968852
5000,4,3,1.6606595099406989
5000,4,4,1.6585421724053055
5000,4,5,1.6843155066988664
5000,5,1,0.12397050233008253
5000,5,2,0.13797586819693558
5000,5,3,0.1780651656911641
5000,5,4,0.1609502761442354
5000,5,5,0.21254895641615837
5000,6,1,1.4540801148752325
5000,6,2,1.4949761625835587
5000,6,3,1.3892057851210926
5000,6,4,1.4492438641713468
5000,6,5,1.3831478735036158
5000,7,1,1.264907131539305
5000,7,2,1.2661697139168584
5000,7,3,1.2929493195100012
5000,7,4,0.9615837632979255
5000,7,5,1.0344632619662582
5000,8,1,1.869546818605282
5000,8,2,1.7124470310317932
5000,8,3,1.8754854113139077
5000,8,4,1.8477163500080789
5000,8,5,1.8240889504122386
5000,9,1,2.520785301377974
5000,9,2,2.512130428118659
5000,9,3,2.5405811717358127
5000,9,4,2.508415968081053
5000,9,5,2.272683782188846
5000,10,1,4.339943152985812
5000,10,2,4.331770438902518
5000,10,3,4.471777537030956
5000,10,4,4.4514132736057395
5000,10,5,4.537944233052587
5000,11,1,2.1317479009844704
5000,11,2,2.0568599647335564
5000,11,3,2.0646427029893832
5000,11,4,2.0957764940633132
5000,11,5,2.037244025872633
5000,12,1,5.508481474861777
5000,12,2,4.721601660519329
5000,12,3,5.298826317815776
5000,12,4,5.438038813404898
5000,12,5,5.013253081895612
5000,13,1,2.012956227800625
5000,13,2,1.7926599435692214
5000,13,3,1.9088525351995969
5000,13,4,2.091025614006237
5000,13,5,2.143273979870315
5000,14,1,0.027019746834380565
5000,14,2,0.04060971422566108
5000,14,3,0.06160731404905328
5000,14,4,0.03727281919027567
5000,14,5,0.03282474325382636
5000,15,1,1.7946162095379976
5000,15,2,1.799601977541391
5000,15,3,1.7988906109153602
5000,15,4,1.866166775436623
5000,15,5,1.8641536224080548
5000,16,1,1.0869794796679795
5000,16,2,1.0966117333816803
5000,16,3,1.0838741555583922
5000,16,4,1.098880178989433
5000,16,5,1.0373452884397747
5000,17,1,0.49753249182818354
5000,17,2,0.6153202083296939
5000,17,3,0.45297708644775386
5000,17,4,0.3925243560448064
5000,17,5,0.6110132320011353
5000,18,1,0.9523957742717244
5000,18,2,1.0945574649026961
5000,18,3,0.9567864265732875
5000,18,4,0.7285334633719818
5000,18,5,1.1328545481734595
5000,19,1,0.8102025481349033
5000,19,2,0.803341191736551
5000,19,3,0.8246057096946642
5000,19,4,0.8246039751387759
5000,19,5,0.8065983491121052
5000,20,1,0.5317524284023395
5000,20,2,0.5269945089584078
5000,20,3,0.5415635991837412
5000,20,4,0.537627750376951
5000,20,5,0.5458720012763641
5000,21,1,0.9173178897873532
5000,21,2,0.9006819678180213
5000,21,3,1.0865553189504573
5000,21,4,1.0173883688540875
5000,21,5,0.9857515042304507
5000,22,1,0.8040909257718094
5000,22,2,0.5892831424895728
5000,22,3,0.8478048343752417
5000,22,4,0.8816552014625603
5000,22,5,0.9684214215128064
5000,23,1,0.46372783935904477
5000,23,2,0.44528911114235303
5000,23,3,0.4666913203620846
5000,23,4,0.4473909376746462
5000,23,5,0.4613216460087248
5000,24,1,1.9033054737528767
5000,24,2,1.89867803959004
5000,24,3,1.8986481359438538
5000,24,4,1.9258369558660122
5000,24,5,1.9030562496511527
10000,1,1,1.3930415216251707e-06
10000,1,2,1.0286994669240458e-06
10000,1,3,1.1575493447192119e-06
10000,1,4,1.0329274388039085e-06
10000,1,5,1.2353816641626988e-06
10000,2,1,0.0003602152975707258
10000,2,2,0.0005470356957471396
10000,2,3,1.0084360953776523
10000,2,4,0.0003761053392663936
10000,2,5,0.0006431239453859271
10000,3,1,1.4777426389940407
10000,3,2,1.451980903468825
10000,3,3,1.4501547776371189
10000,3,4,1.4929541071038517
10000,3,5,1.4217661322473343
10000,4,1,1.5367420017298534
10000,4,2,1.5338703074651034
10000,4,3,1.5149466785232752
10000,4,4,1.5288877763657414
10000,4,5,1.5332126002869657
10000,5,1,0.12397050233008253
10000,5,2,0.13797586819693558
10000,5,3,0.1780651656911641
10000,5,4,0.1609502761442354
10000,5,5,0.21254895641615837
10000,6,1,1.1681269676981925
10000,6,2,1.4056019179631414
10000,6,3,1.3678335211391617
10000,6,4,1.430126937216943
10000,6,5,0.8806795274137962
10000,7,1,0.9720653062062078
10000,7,2,0.976747175655962
10000,7,3,1.0413539312092799
10000,7,4,0.5597417008760013
10000,7,5,0.755475424972143
10000,8,1,1.2089438551631397
10000,8,2,1.0665529496647326
10000,8,3,1.125673702479018
10000,8,4,1.1071276104681507
10000,8,5,1.1273390894300261
10000,9,1,2.19211199695873
10000,9,2,2.055400760647078
10000,9,3,2.180305531985785
10000,9,4,2.158823353123781
10000,9,5,1.6689049719914784
10000,10,1,4.196010969830585
10000,10,2,4.113707952583412
10000,10,3,4.273866681464323
10000,10,4,4.17039111922046
10000,10,5,4.214259659240141
10000,11,1,2.009014277732284
10000,11,2,1.9037037430665213
10000,11,3,1.9912163519148127
10000,11,4,1.9791349173122235
10000,11,5,1.9660258262530839
10000,12,1,4.6183424507571615
10000,12,2,4.070103641896721
10000,12,3,4.577625194872809
10000,12,4,4.8247407459849665
10000,12,5,4.279670343025694
10000,13,1,1.7122254807735553
10000,13,2,1.5630887772429396
10000,13,3,1.62514197982911
10000,13,4,1.742666346032051
10000,13,5,1.7614689442743527
10000,14,1,0.005073182974225271
10000,14,2,0.008422210844146906
10000,14,3,0.007371904313501946
10000,14,4,0.007658783607152387
10000,14,5,0.005956323130178838
10000,15,1,1.7578453215373284
10000,15,2,1.7445240873741048
10000,15,3,1.7523834404852519
10000,15,4,1.8065109118558194
10000,15,5,1.7824115989195364
10000,16,1,1.0395276064785226
10000,16,2,1.023846858023684
10000,16,3,1.027180633966152
10000,16,4,1.0447831258373168
10000,16,5,0.9674524339523883
10000,17,1,0.3401318631669
10000,17,2,0.5272930730020188
10000,17,3,0.3420435869493293
10000,17,4,0.3121351254893389
10000,17,5,0.48148026521590553
10000,18,1,0.8012107395557625
10000,18,2,1.0024574398737416
10000,18,3,0.8376704585412561
10000,18,4,0.638259987366058
10000,18,5,1.0213933673935804
10000,19,1,0.7540845813153293
10000,19,2,0.7601675127281668
10000,19,3,0.7706249450707946
10000,19,4,0.7533669342504205
10000,19,5,0.762524698123945
10000,20,1,0.48462473957954066
10000,20,2,0.4876237806941647
10000,20,3,0.4864202430894859
10000,20,4,0.4997477948350738
10000,20,5,0.4914454196119451
10000,21,1,0.5924648799072415
10000,21,2,0.5646058615054302
10000,21,3,0.9443853489985802
10000,21,4,0.7338648306182005
10000,21,5,0.7168558745079772
10000,22,1,0.47780926054477074
10000,22,2,0.4742828737648215
10000,22,3,0.5801523641168
10000,22,4,0.6350124456585361
10000,22,5,0.9412389325716018
10000,23,1,0.43073317036816
10000,23,2,0.42699629694858815
10000,23,3,0.4284446132360745
10000,23,4,0.42842591105964617
10000,23,5,0.45263738889350985
10000,24,1,1.8549480145495107
10000,24,2,1.848318588420902
10000,24,3,1.841430025302185
10000,24,4,1.8536407721674435
10000,24,5,1.8477973841151505
50000,1,1,5.887844027594622e-09
50000,1,2,7.57369516481099e-09
50000,1,3,5.612601828425427e-09
50000,1,4,5.626802900245118e-09
50000,1,5,5.6865341142074055e-09
50000,2,1,1.1251198766294143e-08
50000,2,2,7.216863149783573e-09
50000,2,3,1.0084356719918088
50000,2,4,7.421710987010276e-09
50000,2,5,9.274312077335987e-09
50000,3,1,1.1171603910902517
50000,3,2,1.2099854537989678
50000,3,3,1.156116315724525
50000,3,4,1.2051617273931914
50000,3,5,0.9807491867987432
50000,4,1,1.1658104503428448
50000,4,2,1.2732800756531577
50000,4,3,1.1915783505998343
50000,4,4,1.1339007561656567
50000,4,5,1.2733302322602147
50000,5,1,0.12397050233008253
50000,5,2,0.13797586819693558
50000,5,3,0.1780651656911641
50000,5,4,0.1609502761442354
50000,5,5,0.21254895641615837
50000,6,1,1.1220887820455465
50000,6,2,1.3962913621662316
50000,6,3,1.3410516566612514
50000,6,4,1.4211429814858305
50000,6,5,0.00037798269900211657
50000,7,1,0.4137812507835079
50000,7,2,0.30011923034586235
50000,7,3,0.3503337259713805
50000,7,4,0.010083121772457555
50000,7,5,0.23331426750599318
50000,8,1,0.076857588897357
50000,8,2,0.08264667916746021
50000,8,3,0.08337385320988512
50000,8,4,0.0669868952256591
50000,8,5,0.0751643090416527
50000,9,1,1.2816808923019511
50000,9,2,0.8822880834100955
50000,9,3,0.9659520943165189
50000,9,4,1.3588542798669172
50000,9,5,0.5421109197696058
50000,10,1,3.887243003658666
50000,10,2,3.755684859017184
50000,10,3,3.9894267271015873
50000,10,4,3.83712242207973
50000,10,5,3.870023390942319
50000,11,1,1.878558151941349
50000,11,2,1.709696132815384
50000,11,3,1.8059280157839759
50000,11,4,1.7729090523544535
50000,11,5,1.8473814695704653
50000,12,1,2.982740679611705
50000,12,2,2.6453975009918844
50000,12,3,2.9661630572895916
50000,12,4,3.7349785564284206
50000,12,5,2.9863835273095902
50000,13,1,0.7795430863700054
50000,13,2,0.9458269238071167
50000,13,3,0.8938506697829854
50000,13,4,0.6766870598730899
50000,13,5,0.6550152213836583
50000,14,1,0.0006717176816812458
50000,14,2,0.001302796086263848
50000,14,3,0.0008004228797453685
50000,14,4,0.0008817685078727114
50000,14,5,0.0008904964142888305
50000,15,1,1.7128813819170643
50000,15,2,1.6992050568123722
50000,15,3,1.6999353718102932
50000,15,4,1.7437750620333847
50000,15,5,1.721243596126429
50000,16,1,0.9454878443428842
50000,16,2,0.9254111449701882
50000,16,3,0.9811225502166904
50000,16,4,1.013201198197608
50000,16,5,0.9475039151359568
50000,17,1,0.062257797258029594
50000,17,2,0.163238288606507
50000,17,3,0.10980813527553365
50000,17,4,0.19596446055268543
50000,17,5,0.07902304182100546
50000,18,1,0.5676409793889252
50000,18,2,0.8692278507157422
50000,18,3,0.5913102022106611
50000,18,4,0.4629452221459342
50000,18,5,0.703953355182481
50000,19,1,0.7059990675189686
50000,19,2,0.6985879187278199
50000,19,3,0.7290035932141729
50000,19,4,0.6796173216143663
50000,19,5,0.7015083503958685
50000,20,1,0.4393291729740878
50000,20,2,0.4438606407265339
50000,20,3,0.4312808715478715
50000,20,4,0.4312426222211886
50000,20,5,0.42470385580149894
50000,21,1,0.4362031200321232
50000,21,2,0.47254622321925194
50000,21,3,0.7402873946152617
50000,21,4,0.48339629357975944
50000,21,5,0.4887125609173209
50000,22,1,0.47055731613241514
50000,22,2,0.47055731613241514
50000,22,3,0.5551607030821025
50000,22,4,0.46294508415897867
50000,22,5,0.8579061626433879
50000,23,1,0.4124961452113342
50000,23,2,0.4021887676047252
50000,23,3,0.39708930552811733
50000,23,4,0.4122281294547558
50000,23,5,0.4113415803409228
50000,24,1,1.7850036465844494
50000,24,2,1.7772128841794976
50000,24,3,1.794411615651734
50000,24,4,1.8114019710552394
50000,24,5,1.783408237880614
